ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3804,0.0,0.0,0.0,0.0,1.2599211,2.5198421,0.0,0.46415886,0.0,0.9283178,2,1.0,10.0,0.0,4.0,2.0,0,0
3805,1.587401,4.1658463,1.0,4.699653,3.0,10.659153,0.28264916,0.4010721,0.0,0.0,5,1.0,10.0,6.0,14.0,2.0,0,0
3806,0.0,0.0,0.0,0.0,2.0800838,5.491263,0.19493093,0.39148676,0.0,0.0,9,5.0,10.0,0.0,12.0,2.0,0,0
3807,1.4422495,6.0459437,0.0,0.0,2.5712817,7.8815002,0.0,0.2274385,0.0,0.0,1,3.0,3.0,0.0,12.0,1.0,1,0
3809,0.0,0.0,0.0,0.0,2.0800838,6.1135774,0.28114328,0.35421833,0.0,0.5848035,2,5.0,10.0,6.0,12.0,2.0,0,0
3811,1.0,2.6304123,0.0,0.0,2.8020394,8.548786,0.2087071,0.25150555,0.0,0.0,7,1.0,10.0,3.0,12.0,2.0,0,0
3812,1.2599211,2.4101424,0.0,0.0,4.0207257,12.867386,0.25673935,0.2907945,2.7413995,0.0,8,5.0,10.0,0.0,8.0,2.0,0,0
3813,1.2599211,2.2239802,1.0,0.0,3.2710664,11.590755,0.17711447,0.28874606,0.0,0.0,2,1.0,1.0,6.0,12.0,2.0,0,0
3814,1.709976,8.922518,0.0,0.0,2.843867,19.603243,0.0,0.19493093,0.0,0.0,1,1.0,10.0,0.0,4.0,2.0,0,0
3816,0.0,0.0,0.0,0.0,4.0207257,15.692608,0.18325359,0.28440318,1.3995236,0.0,2,1.0,1.0,5.0,8.0,2.0,0,0
3817,1.0,2.7030602,1.2599211,0.0,3.072317,9.804177,0.36388287,0.42347458,0.0,0.0,9,5.0,10.0,0.0,4.0,2.0,0,0
3818,1.9129312,5.6199546,1.8171207,6.7824235,3.419952,10.394409,0.20552117,0.29121172,0.0,0.0,9,3.0,3.0,6.0,4.0,2.0,0,0
3819,1.2599211,3.8708768,1.2599211,2.8020394,3.1413808,9.39465,0.31176585,0.3437136,0.0,0.0,0,3.0,3.0,0.0,8.0,2.0,1,0
3820,1.8171207,5.2109733,1.4422495,7.7997155,3.583048,11.269733,0.15472375,0.2489664,1.8248343,0.0,2,3.0,3.0,0.0,7.0,2.0,1,0
3821,1.2599211,1.9129312,0.0,0.0,2.466212,8.108471,0.22314356,0.36840314,1.6270943,0.0,8,1.0,10.0,0.0,12.0,2.0,0,0
3822,1.0,2.6684017,0.0,0.0,2.2239802,7.9462547,0.25543818,0.32182872,3.8140984,0.0,2,1.0,1.0,2.0,4.0,2.0,0,1
3823,0.0,0.0,0.0,0.0,4.0207257,12.172473,0.28762627,0.31498024,0.0,0.9283178,2,5.0,10.0,1.0,12.0,2.0,0,0
3824,1.0,3.9039629,0.0,0.0,2.7144177,8.645329,0.0,0.29369432,0.0,0.0,9,1.0,10.0,4.0,12.0,2.0,0,0
3825,0.0,0.0,0.0,0.0,1.709976,2.5712817,0.0,0.34199518,0.0,0.0,2,0.0,10.0,6.0,8.0,2.0,0,0
3826,0.0,0.0,0.0,0.0,2.0800838,5.555904,0.0,0.28114328,0.0,0.0,8,1.0,10.0,5.0,14.0,2.0,0,0
3827,0.0,0.0,0.0,0.0,1.9129312,5.0657973,0.38517165,0.44091064,0.0,0.0,8,1.0,7.0,4.0,5.0,2.0,1,0
3828,0.0,0.0,0.0,0.0,2.924018,8.079928,0.0,0.15135075,0.0,0.9283178,2,1.0,10.0,0.0,7.0,2.0,0,0
3829,0.0,0.0,0.0,0.0,2.3513348,9.480848,0.5476272,0.56497896,0.0,0.0,5,5.0,10.0,2.0,14.0,2.0,0,0
3830,0.0,0.0,0.0,0.0,2.7144177,11.475057,0.0,0.29240176,0.0,0.84343266,2,1.0,10.0,6.0,2.0,2.0,0,0
3831,0.0,0.0,0.0,0.0,2.466212,5.6093807,0.34199518,0.4932424,0.0,0.0,4,1.0,10.0,0.0,12.0,2.0,0,0
3832,1.2599211,2.3513348,0.0,0.0,1.4422495,5.848036,0.0,0.36840314,0.0,0.0,9,1.0,10.0,0.0,11.0,1.0,0,0
3833,0.0,0.0,0.0,0.0,2.0,7.2967653,0.0,0.24264435,0.0,0.0,2,5.0,10.0,1.0,7.0,2.0,0,0
3834,0.0,0.0,0.0,0.0,1.587401,4.0,0.0,0.36840314,0.0,0.7368063,2,1.0,7.0,6.0,8.0,2.0,0,0
3835,0.0,0.0,0.0,0.0,1.9129312,4.0207257,0.48528588,0.5313293,0.0,0.0,2,5.0,10.0,0.0,8.0,2.0,0,0
3836,2.5712817,5.64761,1.0,4.319615,5.6462164,18.674046,0.13831308,0.23051554,0.0,0.0,6,1.0,10.0,0.0,12.0,2.0,0,0
3837,1.709976,6.425514,1.587401,5.766494,3.072317,9.972683,0.20664354,0.20740572,0.0,0.0,8,5.0,10.0,3.0,2.0,2.0,1,0
3838,1.0,4.4913416,0.0,0.0,2.2239802,7.5160885,0.3764136,0.38220555,0.0,0.0,5,5.0,10.0,7.0,8.0,2.0,0,0
3839,1.0,3.0898733,0.0,0.0,3.6840317,12.235852,0.0,0.21780881,3.7333398,0.0,9,1.0,1.0,6.0,11.0,2.0,0,1
3840,0.0,0.0,0.0,0.0,2.5198421,7.5262785,0.0,0.22833708,0.0,0.0,8,3.0,3.0,2.0,12.0,2.0,0,0
3841,1.0,2.8844993,0.0,0.0,2.5712817,7.928177,0.0,0.2761243,4.2503886,0.0,1,1.0,10.0,1.0,5.0,2.0,0,1
3842,1.709976,4.86451,1.2599211,5.265638,4.4647455,15.382375,0.060092445,0.27755958,1.7279645,0.9283178,2,1.0,10.0,3.0,12.0,2.0,0,0
3843,1.709976,4.049388,0.0,0.0,3.3912115,9.055979,0.0,0.24780478,4.148382,0.0,9,1.0,10.0,2.0,12.0,2.0,0,1
3844,1.8171207,4.6621275,0.0,0.0,2.1544347,6.435255,0.30570918,0.30570918,0.0,0.0,1,1.0,10.0,2.0,8.0,2.0,0,0
3845,1.9129312,6.1102314,0.0,0.0,4.140818,10.897819,0.1380687,0.24679098,1.6519746,0.0,2,1.0,10.0,6.0,14.0,2.0,0,0
3846,0.0,0.0,0.0,0.0,2.0800838,8.666832,0.0,0.28114328,4.086825,0.0,8,1.0,10.0,5.0,4.0,2.0,0,1
3847,0.0,0.0,0.0,0.0,1.4422495,5.129928,0.0,0.4054808,0.0,0.0,0,1.0,1.0,6.0,12.0,2.0,0,0
3848,1.2599211,5.2764354,0.0,0.0,3.5568933,18.859108,0.22482455,0.27080235,1.5904804,0.0,7,1.0,10.0,7.0,4.0,2.0,0,0
3849,0.0,0.0,1.2599211,2.2894285,0.0,0.0,0.0,0.46415886,0.0,0.0,9,1.0,10.0,0.0,4.0,2.0,0,0
3850,0.0,0.0,0.0,0.0,4.1015663,10.739286,0.26481652,0.35639927,0.0,0.0,8,3.0,11.0,3.0,8.0,2.0,0,0
3851,1.2599211,3.5908203,0.0,0.0,1.2599211,3.6443086,0.0,0.36840314,0.0,0.0,7,3.0,3.0,0.0,12.0,2.0,0,0
3852,1.587401,6.8172674,1.0,2.3513348,4.1793394,14.557454,0.20273736,0.29142776,1.3244224,0.5848035,2,5.0,10.0,0.0,14.0,2.0,0,0
3853,0.0,0.0,0.0,0.0,1.587401,3.9790573,0.0,0.36840314,0.0,0.0,1,3.0,3.0,5.0,12.0,2.0,0,0
3854,0.0,0.0,0.0,0.0,2.1544347,9.375097,0.39148676,0.44814047,0.0,0.0,9,3.0,3.0,0.0,12.0,2.0,0,0
3855,1.0,0.0,0.0,0.0,1.587401,6.9382324,0.43088692,0.48769987,0.0,0.0,2,3.0,3.0,6.0,8.0,2.0,1,0
3856,0.0,0.0,0.0,0.0,1.2599211,4.0916348,0.0,0.32182872,0.0,0.0,1,5.0,10.0,0.0,5.0,2.0,0,0
3857,0.0,0.0,1.2599211,3.3912115,2.6684017,11.516944,0.33647746,0.43748215,0.0,1.0,2,1.0,10.0,0.0,7.0,2.0,1,0
3858,1.4422495,2.6207414,0.0,0.0,2.4101424,7.438008,0.0,0.2865505,0.0,0.0,1,1.0,10.0,7.0,4.0,2.0,0,0
3859,0.0,0.0,0.0,0.0,3.3912115,8.478609,0.0,0.1724445,0.0,0.0,1,1.0,10.0,5.0,4.0,2.0,1,0
3860,1.4422495,3.879755,0.0,0.0,2.2894285,5.8186483,0.0,0.30570918,0.0,0.0,8,1.0,10.0,5.0,4.0,2.0,0,0
3861,0.0,0.0,0.0,0.0,2.8020394,10.59978,0.0,0.1469765,0.0,0.0,8,5.0,10.0,5.0,2.0,1.0,1,0
3862,1.587401,4.4395204,1.0,2.7144177,3.3019273,10.855314,0.0,0.2211169,0.0,0.0,1,1.0,10.0,0.0,2.0,2.0,0,0
3863,1.0,2.8520863,0.0,0.0,0.0,0.0,0.0,0.32182872,0.0,0.0,7,1.0,10.0,1.0,12.0,2.0,0,1
3864,0.0,0.0,0.0,0.0,2.843867,11.279108,0.0,0.31397584,0.0,0.0,9,3.0,3.0,0.0,4.0,2.0,0,0
3867,2.0800838,6.9373145,1.587401,4.954589,3.072317,11.205285,0.25996053,0.27720866,2.7478485,0.0,8,5.0,10.0,1.0,8.0,2.0,0,0
3868,0.0,0.0,1.2599211,2.1544347,2.466212,5.6252265,0.26965663,0.35071146,0.0,0.0,2,1.0,10.0,0.0,7.0,2.0,0,0
3869,1.2599211,3.2396119,0.0,0.0,2.6207414,8.754692,0.0,0.21915653,0.0,0.0,1,5.0,10.0,6.0,15.0,1.0,1,0
3870,1.0,0.0,1.2599211,3.8258624,2.8020394,10.177851,0.1682402,0.2876867,0.0,0.0,1,3.0,3.0,0.0,8.0,2.0,0,0
3871,1.2599211,2.924018,0.0,0.0,1.709976,3.419952,0.4054808,0.43678963,0.0,0.84343266,2,1.0,10.0,0.0,8.0,2.0,0,0
3874,2.0,6.499014,0.0,0.0,2.8844993,8.018581,0.0,0.15472375,0.0,0.0,1,5.0,10.0,5.0,4.0,2.0,1,0
3875,1.4422495,4.1983366,1.2599211,2.9624963,3.756286,9.631635,0.15284923,0.17497414,3.546641,0.0,1,3.0,3.0,2.0,19.0,2.0,1,1
3876,2.1544347,5.6851573,1.0,2.466212,4.1212854,14.195391,0.2145565,0.29360154,2.0399084,0.0,2,0.0,3.0,2.0,12.0,2.0,1,0
3877,1.8171207,3.973787,0.0,0.0,3.583048,10.318185,0.19204621,0.25473636,0.0,0.0,8,3.0,3.0,2.0,11.0,2.0,0,0
3878,0.0,0.0,0.0,0.0,1.9129312,3.9472237,0.30570918,0.44091064,0.0,0.0,9,1.0,1.0,6.0,8.0,2.0,0,0
3879,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,9,5.0,9.0,0.0,11.0,1.0,0,0
3880,1.587401,3.0545576,0.0,0.0,2.7144177,7.9396505,0.0,0.31011787,0.0,0.0,8,0.0,3.0,5.0,8.0,2.0,1,0
3881,0.0,0.0,0.0,0.0,3.5303485,9.403863,0.0,0.23620178,0.0,0.0,2,1.0,10.0,5.0,4.0,2.0,0,0
3882,0.0,0.0,0.0,0.0,1.2599211,0.0,0.5848035,0.5848035,0.0,0.0,1,1.0,10.0,1.0,8.0,2.0,0,0
3883,0.0,0.0,0.0,0.0,2.6207414,8.602001,0.0,0.30285424,0.0,0.0,9,1.0,10.0,6.0,4.0,2.0,0,0
3885,1.4422495,3.7503705,0.0,0.0,3.1413808,14.532355,0.18616502,0.27385417,1.7959815,0.0,8,3.0,3.0,6.0,4.0,2.0,0,1
3886,0.0,0.0,1.4422495,8.358679,4.04124,12.725011,0.17963919,0.28259075,0.0,0.0,8,1.0,10.0,0.0,8.0,2.0,0,0
3887,1.2599211,3.3766568,1.2599211,2.466212,3.6840317,12.089279,0.14235802,0.2359805,2.341469,0.9283178,2,5.0,10.0,2.0,12.0,2.0,0,0
3888,1.709976,4.641589,0.0,0.0,1.9129312,5.158271,0.27144176,0.36840314,0.0,0.0,9,3.0,10.0,6.0,12.0,1.0,0,0
3889,1.2599211,2.6684017,0.0,0.0,3.0365891,10.578103,0.0,0.19035022,2.7681453,0.0,9,5.0,2.0,4.0,4.0,2.0,0,1
3890,1.709976,6.2979255,1.2599211,3.6840317,6.1180334,20.69722,0.19259594,0.2896627,0.0,0.0,8,1.0,10.0,0.0,8.0,2.0,0,0
3891,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,9,1.0,10.0,5.0,12.0,2.0,0,0
3892,0.0,0.0,0.0,0.0,1.709976,0.0,0.5848035,0.5848035,0.0,0.0,8,1.0,10.0,5.0,8.0,2.0,0,0
3893,1.9129312,3.3034554,0.0,0.0,3.0,7.0098505,0.0,0.329316,0.0,0.0,4,1.0,10.0,3.0,7.0,2.0,0,0
3894,1.709976,4.5371413,0.0,0.0,3.3619754,8.835062,0.0,0.16959533,3.2550213,0.0,7,1.0,10.0,5.0,4.0,1.0,1,1
3895,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,9,1.0,10.0,8.0,8.0,2.0,0,0
3896,0.0,0.0,0.0,0.0,3.2396119,11.426182,0.12641068,0.2915925,0.0,0.0,8,1.0,10.0,1.0,15.0,2.0,1,1
3898,0.0,0.0,0.0,0.0,1.587401,3.072317,0.46415886,0.5,0.0,0.9283178,2,1.0,10.0,5.0,7.0,2.0,0,0
3899,1.587401,4.5403776,0.0,0.0,2.0,4.1094766,0.44964415,0.4688003,0.0,0.0,6,1.0,10.0,0.0,12.0,2.0,0,0
3901,1.0,2.6447864,0.0,0.0,2.2894285,5.9249926,0.35688412,0.43412647,0.0,0.0,1,1.0,10.0,2.0,8.0,2.0,0,0
3903,0.0,0.0,0.0,0.0,1.587401,3.2075346,0.46415886,0.5313293,0.0,0.84343266,2,1.0,10.0,0.0,12.0,2.0,0,0
3904,2.0800838,7.472492,0.0,0.0,3.4760268,9.7336645,0.0,0.28874606,0.0,1.0,2,0.0,3.0,0.0,12.0,2.0,1,0
3905,0.0,0.0,0.0,0.0,1.8171207,3.7043858,0.32182872,0.36840314,0.0,0.0,8,3.0,3.0,6.0,4.0,1.0,0,0
3906,0.0,0.0,0.0,0.0,1.9129312,9.676302,0.0,0.25543818,2.4652984,0.7368063,2,0.0,3.0,5.0,4.0,1.0,0,1
3907,1.4422495,4.759262,0.0,0.0,2.2239802,7.130872,0.0,0.1682402,0.0,0.0,6,1.0,10.0,5.0,7.0,2.0,0,0
3908,0.0,0.0,0.0,0.0,1.709976,3.5516162,0.0,0.32182872,3.6929371,0.0,4,0.0,3.0,6.0,8.0,2.0,0,1
3909,1.587401,3.8029525,0.0,0.0,1.2599211,2.3513348,0.0,0.30570918,0.0,0.0,9,1.0,4.0,2.0,4.0,1.0,0,1
3910,0.0,0.0,0.0,0.0,1.9129312,5.0396843,0.0,0.25543818,0.0,0.0,1,1.0,10.0,0.0,8.0,2.0,0,0
3911,0.0,0.0,0.0,0.0,2.2894285,6.904935,0.25543818,0.3061828,0.0,0.0,8,5.0,10.0,0.0,4.0,2.0,0,0
3912,0.0,0.0,0.0,0.0,2.3513348,8.3139105,0.0,0.3948036,0.0,0.0,1,1.0,10.0,7.0,8.0,2.0,0,0
3913,1.709976,4.0949507,0.0,0.0,2.2239802,5.019921,0.24920279,0.31844294,0.0,0.0,2,1.0,10.0,2.0,4.0,2.0,0,0
3914,1.2599211,3.3619754,0.0,0.0,2.4101424,8.631184,0.0,0.23712423,3.2739549,0.0,1,1.0,10.0,8.0,8.0,2.0,0,1
3915,1.709976,5.1425633,0.0,0.0,3.1072326,13.017073,0.0,0.22970977,3.615484,0.0,2,1.0,10.0,2.0,2.0,2.0,0,1
3916,1.4422495,11.446053,1.0,5.7082677,3.1413808,14.270168,0.0,0.21697654,0.0,0.0,1,1.0,8.0,3.0,8.0,2.0,0,0
3917,1.587401,5.642106,1.2599211,1.7651742,3.2396119,10.148137,0.0,0.19663537,0.0,0.0,1,3.0,3.0,0.0,12.0,2.0,0,0
3918,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,1,5.0,10.0,0.0,8.0,2.0,0,0
3919,2.2239802,7.931181,1.4422495,5.2796264,3.5033982,10.2916155,0.15981749,0.22465296,1.6821588,0.0,2,3.0,10.0,2.0,3.0,2.0,0,0
3920,0.0,0.0,0.0,0.0,3.8485012,16.025005,0.15195946,0.26410162,0.0,0.0,2,1.0,10.0,6.0,14.0,2.0,0,0
3921,0.0,0.0,0.0,0.0,4.0,10.908899,0.14620088,0.2599852,0.0,0.0,4,3.0,3.0,6.0,7.0,2.0,0,0
3922,1.587401,4.4730906,0.0,0.0,1.4422495,3.1072326,0.0,0.32182872,0.0,0.0,2,3.0,3.0,0.0,4.0,2.0,1,0
3923,1.587401,5.4569645,1.2599211,3.5436707,2.7144177,10.370338,0.0,0.2743998,0.0,0.0,1,3.0,10.0,6.0,5.0,2.0,0,0
3924,0.0,0.0,0.0,0.0,2.466212,11.791539,0.29240176,0.40966064,0.0,0.9283178,2,1.0,10.0,0.0,14.0,2.0,0,0
3926,0.0,0.0,1.2599211,2.7589242,2.2894285,5.2475424,0.24264435,0.36840314,0.0,0.0,9,1.0,10.0,5.0,8.0,2.0,0,0
3927,2.2239802,5.9273653,1.2599211,4.7768564,3.7797632,14.212911,0.0,0.27793118,0.0,0.0,8,1.0,10.0,0.0,4.0,2.0,0,0
3928,0.0,0.0,0.0,0.0,1.709976,4.1601677,0.0,0.36840314,0.0,0.0,9,5.0,10.0,0.0,4.0,2.0,0,0
3929,0.0,0.0,0.0,0.0,2.8844993,8.993823,0.0,0.25543818,0.0,0.0,1,1.0,10.0,6.0,8.0,2.0,0,0
3930,0.0,0.0,0.0,0.0,2.5712817,5.2109733,0.43507066,0.48169106,0.0,0.84343266,2,1.0,10.0,0.0,2.0,2.0,0,0
3931,1.2599211,5.949578,0.0,0.0,1.587401,4.604155,0.0,0.25543818,0.0,0.0,8,5.0,10.0,3.0,2.0,1.0,1,0
3934,2.4101424,8.266542,1.4422495,8.052606,5.1172304,15.052701,0.11436957,0.14161396,0.0,0.0,8,5.0,10.0,0.0,4.0,2.0,0,0
3935,1.4422495,9.73557,0.0,0.0,3.8258624,16.728588,0.19237101,0.28301585,0.0,0.0,8,1.0,10.0,0.0,14.0,2.0,0,0
3936,1.4422495,4.649312,0.0,0.0,4.562903,11.327978,0.12815946,0.23368359,0.0,0.0,9,1.0,10.0,6.0,4.0,1.0,0,0
3937,0.0,0.0,0.0,0.0,2.5198421,9.530221,0.0,0.12771142,4.5432477,0.0,9,3.0,3.0,0.0,4.0,1.0,1,1
3938,2.0800838,5.6146727,1.2599211,7.9370055,4.4479604,13.862297,0.2013492,0.29593784,1.7629818,0.84343266,2,0.0,10.0,7.0,7.0,2.0,0,0
3939,0.0,0.0,0.0,0.0,1.9129312,7.243157,0.24264435,0.4203738,0.0,0.0,2,1.0,1.0,3.0,8.0,2.0,1,0
3940,0.0,0.0,0.0,0.0,0.0,0.0,0.5848035,0.5848035,0.0,0.0,8,3.0,3.0,4.0,4.0,2.0,0,0
3942,0.0,0.0,0.0,0.0,1.587401,2.7589242,0.46415886,0.5313293,0.0,0.84343266,2,1.0,10.0,0.0,12.0,2.0,0,0
3943,1.2599211,3.1748023,0.0,0.0,2.2239802,5.381295,0.0,0.3259028,0.0,0.5848035,2,1.0,10.0,6.0,7.0,2.0,0,0
3944,1.4422495,2.466212,0.0,0.0,4.672329,15.90197,0.0,0.21544346,0.0,0.0,8,1.0,10.0,0.0,4.0,2.0,1,0
3945,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,9,5.0,10.0,3.0,8.0,2.0,0,0
3946,1.709976,5.282415,0.0,0.0,2.2894285,10.703077,0.28114328,0.33412632,1.7138896,0.0,6,5.0,10.0,5.0,8.0,2.0,0,1
3947,0.0,0.0,0.0,0.0,1.709976,6.1707144,0.0,0.32182872,0.0,0.0,2,5.0,10.0,0.0,14.0,2.0,0,0
3948,1.2599211,2.8924897,0.0,0.0,3.583048,11.1234045,0.2013492,0.32826763,1.8183988,0.0,6,1.0,1.0,6.0,8.0,2.0,0,0
3949,1.8171207,4.4647455,1.4422495,2.2894285,4.2171636,17.5203,0.27204213,0.35944358,1.6354586,0.5848035,2,1.0,10.0,7.0,12.0,2.0,0,1
3951,1.0,4.1793394,1.0,9.045042,3.6840317,11.277396,0.0,0.26791722,2.8034298,0.0,1,1.0,10.0,6.0,4.0,2.0,1,0
3952,1.4422495,4.272659,0.0,0.0,1.4422495,3.072317,0.32182872,0.4054808,0.0,0.0,1,1.0,10.0,3.0,4.0,1.0,1,0
3954,0.0,0.0,0.0,0.0,3.1748023,8.225856,0.24431433,0.34080258,0.0,0.0,1,1.0,10.0,6.0,8.0,2.0,0,0
3955,1.2599211,4.5086255,0.0,0.0,2.2239802,8.209782,0.24871337,0.2867979,2.265044,0.0,7,3.0,3.0,6.0,7.0,2.0,1,0
3956,1.4422495,4.140818,1.4422495,6.2658267,3.3912115,11.450534,0.0,0.21367674,0.0,0.0,2,5.0,10.0,0.0,4.0,2.0,1,0
3957,1.709976,3.814442,0.0,0.0,1.587401,2.904393,0.28114328,0.33333322,0.0,1.0,2,5.0,10.0,1.0,12.0,2.0,1,0
3958,1.709976,5.225662,0.0,0.0,3.072317,12.295298,0.29551092,0.3143912,0.0,0.0,2,5.0,10.0,5.0,7.0,2.0,0,0
3960,1.587401,4.0966067,0.0,0.0,5.155137,15.564995,0.14682202,0.24521568,0.0,0.0,9,1.0,10.0,6.0,8.0,2.0,0,0
3961,0.0,0.0,0.0,0.0,2.7589242,10.019407,0.2087071,0.3402593,0.0,0.0,9,1.0,10.0,5.0,4.0,2.0,0,0
3962,1.2599211,9.975656,1.709976,9.319779,3.0365891,12.149099,0.17877772,0.25421646,2.132611,0.0,8,1.0,10.0,0.0,5.0,2.0,0,1
3963,0.0,0.0,1.4422495,4.1212854,1.9129312,4.79142,0.34199518,0.4121285,0.0,0.0,2,3.0,3.0,5.0,12.0,2.0,0,0
3965,0.0,0.0,0.0,0.0,2.843867,5.9423494,0.12954475,0.31221786,0.0,0.0,2,1.0,10.0,0.0,14.0,2.0,0,0
3966,1.2599211,6.3496046,0.0,0.0,2.4101424,8.3131075,0.0,0.24264435,0.0,0.0,2,5.0,9.0,7.0,15.0,1.0,0,0
3967,1.8171207,12.433245,0.0,0.0,3.1072326,9.801668,0.26295444,0.35421833,0.0,0.0,8,5.0,10.0,5.0,8.0,2.0,0,0
3968,0.0,0.0,0.0,0.0,2.843867,11.861842,0.0,0.25908455,0.0,0.0,1,1.0,1.0,3.0,4.0,2.0,0,0
3969,0.0,0.0,1.2599211,6.270069,3.7325113,12.251299,0.15472375,0.24388357,0.0,0.0,9,1.0,6.0,6.0,4.0,1.0,0,0
3970,1.2599211,3.6342413,0.0,0.0,2.8844993,8.16206,0.2519842,0.34426013,0.0,0.9283178,2,1.0,10.0,6.0,4.0,2.0,0,0
3971,0.0,0.0,0.0,0.0,1.2599211,3.4056425,0.0,0.46415886,0.0,0.0,9,1.0,10.0,7.0,8.0,2.0,0,0
3972,0.0,0.0,0.0,0.0,2.0,4.641589,0.42171633,0.5,0.0,1.0,2,1.0,7.0,0.0,15.0,2.0,1,0
3973,1.2599211,3.4691162,1.2599211,3.1072326,2.924018,8.415895,0.11543001,0.27210516,0.0,0.0,8,1.0,10.0,6.0,8.0,2.0,0,0
3974,0.0,0.0,0.0,0.0,2.0800838,5.229322,0.38157243,0.4962682,0.0,1.0,2,1.0,8.0,0.0,4.0,2.0,1,0
3975,1.0,2.6304123,1.0,2.0800838,3.1072326,15.8201885,0.29104263,0.39276576,0.0,0.0,9,1.0,10.0,1.0,12.0,2.0,0,0
3976,2.2894285,5.98189,0.0,0.0,3.2075346,8.124727,0.1941382,0.2512154,0.0,0.0,9,3.0,3.0,0.0,4.0,2.0,0,0
3978,1.2599211,5.013298,1.0,1.8171207,3.6088262,10.32844,0.0,0.13960774,1.6394588,0.0,8,1.0,10.0,0.0,7.0,2.0,0,0
3980,1.0,4.915928,0.0,0.0,2.0,6.375952,0.0,0.19493093,0.0,0.0,6,1.0,10.0,2.0,4.0,1.0,0,0
3981,1.4422495,3.1830485,0.0,0.0,3.0,10.8385515,0.0,0.20714968,3.5275893,0.0,8,1.0,10.0,0.0,4.0,1.0,0,1
3982,1.2599211,3.7053976,0.0,0.0,3.1748023,11.122058,0.2526596,0.34742326,0.0,0.0,8,5.0,10.0,6.0,2.0,2.0,1,0
3984,0.0,0.0,0.0,0.0,1.2599211,3.462178,0.46415886,0.46415886,0.0,0.0,9,3.0,3.0,6.0,8.0,2.0,1,0
3985,0.0,0.0,0.0,0.0,4.326749,14.732681,0.21544346,0.2781123,0.0,0.0,8,5.0,10.0,2.0,5.0,2.0,1,0
3986,0.0,0.0,0.0,0.0,2.466212,7.774254,0.0,0.24264435,0.0,0.0,8,1.0,10.0,7.0,4.0,1.0,0,0
3987,0.0,0.0,0.0,0.0,2.466212,5.3180118,0.0,0.23712423,0.0,0.0,8,1.0,10.0,3.0,18.0,2.0,0,0
3988,1.4422495,4.7695413,0.0,0.0,1.2599211,4.2109065,0.0,0.25543818,0.0,0.9283178,2,5.0,10.0,6.0,4.0,2.0,0,0
3989,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,2,3.0,3.0,0.0,12.0,2.0,0,0
3990,0.0,0.0,0.0,0.0,2.7589242,7.6918416,0.0,0.21915653,2.4177325,0.0,9,0.0,3.0,0.0,4.0,1.0,0,1
3991,1.2599211,3.8485012,0.0,0.0,2.2894285,7.9210997,0.0,0.36246,2.1984248,0.84343266,2,1.0,10.0,0.0,2.0,2.0,0,0
3992,0.0,0.0,0.0,0.0,2.7144177,9.279549,0.23207943,0.34965953,0.0,0.0,3,3.0,3.0,1.0,7.0,2.0,0,0
3993,0.0,0.0,0.0,0.0,3.072317,10.238583,0.23982045,0.2594812,0.0,0.0,9,3.0,3.0,0.0,12.0,2.0,1,0
3994,0.0,0.0,0.0,0.0,1.8171207,5.8407164,0.0,0.32182872,0.0,0.0,9,1.0,1.0,0.0,12.0,0.0,0,0
3995,1.2599211,4.902096,0.0,0.0,2.5712817,8.368686,0.0,0.22314356,0.0,0.0,5,5.0,10.0,3.0,14.0,2.0,0,0
3996,1.2599211,3.8029525,1.0,3.3019273,2.8844993,9.7064905,0.24871337,0.25543818,0.0,0.7368063,2,5.0,10.0,7.0,12.0,2.0,0,0
3997,0.0,0.0,0.0,0.0,2.466212,6.528801,0.0,0.26099226,0.0,0.0,9,1.0,10.0,4.0,5.0,2.0,0,0
3998,0.0,0.0,0.0,0.0,2.0800838,8.741625,0.0,0.28114328,0.0,0.0,8,1.0,1.0,4.0,2.0,2.0,0,0
3999,1.9129312,4.5947013,1.4422495,4.6913376,2.5198421,11.471258,0.0,0.26652613,0.0,0.0,8,1.0,10.0,0.0,4.0,2.0,0,0
4001,0.0,0.0,0.0,0.0,2.6207414,13.266524,0.22314356,0.2600838,0.0,0.0,9,5.0,10.0,0.0,8.0,2.0,0,0
4002,0.0,0.0,0.0,0.0,2.2239802,7.366016,0.37924364,0.41741228,0.0,0.9283178,2,1.0,10.0,0.0,4.0,2.0,0,0
4003,0.0,0.0,0.0,0.0,1.0,0.0,0.5848035,0.5848035,0.0,0.0,1,1.0,7.0,8.0,8.0,2.0,0,0
4004,0.0,0.0,0.0,0.0,2.8844993,9.323616,0.0,0.25817257,0.0,0.0,8,3.0,3.0,0.0,12.0,2.0,1,0
